Medicamento,Unidade,Acerto Geral,Contagem 4 semanas (Calc),Contagem 4 semanas (Gab),Contagem 4 semanas (Dif),Contagem 4 semanas (Status),Contagem 8 semanas (Calc),Contagem 8 semanas (Gab),Contagem 8 semanas (Dif),Contagem 8 semanas (Status),Contagem 12 semanas (Calc),Contagem 12 semanas (Gab),Contagem 12 semanas (Dif),Contagem 12 semanas (Status),Contagem 16 semanas (Calc),Contagem 16 semanas (Gab),Contagem 16 semanas (Dif),Contagem 16 semanas (Status),Contagem 26 semanas (Calc),Contagem 26 semanas (Gab),Contagem 26 semanas (Dif),Contagem 26 semanas (Status),Contagem 52 semanas (Calc),Contagem 52 semanas (Gab),Contagem 52 semanas (Dif),Contagem 52 semanas (Status),Contagem ano (Calc),Contagem ano (Gab),Contagem ano (Dif),Contagem ano (Status),Contagem total (Calc),Contagem total (Gab),Contagem total (Dif),Contagem total (Status),Máximo (Calc),Máximo (Gab),Máximo (Dif),Máximo (Status),Mediana 4 semanas (Calc),Mediana 4 semanas (Gab),Mediana 4 semanas (Dif),Mediana 4 semanas (Status),Mediana 8 semanas (Calc),Mediana 8 semanas (Gab),Mediana 8 semanas (Dif),Mediana 8 semanas (Status),Mediana 12 semanas (Calc),Mediana 12 semanas (Gab),Mediana 12 semanas (Dif),Mediana 12 semanas (Status),Mediana 16 semanas (Calc),Mediana 16 semanas (Gab),Mediana 16 semanas (Dif),Mediana 16 semanas (Status),Mediana 26 semanas (Calc),Mediana 26 semanas (Gab),Mediana 26 semanas (Dif),Mediana 26 semanas (Status),Mediana 52 semanas (Calc),Mediana 52 semanas (Gab),Mediana 52 semanas (Dif),Mediana 52 semanas (Status),Mediana ano (Calc),Mediana ano (Gab),Mediana ano (Dif),Mediana ano (Status),Mediana total (Calc),Mediana total (Gab),Mediana total (Dif),Mediana total (Status),Tipo método (Calc),Tipo método (Gab),Tipo método (Dif),Tipo método (Status),Método (Calc),Método (Gab),Método (Dif),Método (Status),MetEst (Calc),MetEst (Gab),MetEst (Dif),MetEst (Status),Reposição (Calc),Reposição (Gab),Reposição (Dif),Reposição (Status),Total Geral (Calc),Total Geral (Gab),Total Geral (Dif),Total Geral (Status)
"PARACETAMOL 750 MG","CAF",95.65,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","89","89","","correto","370","370","","correto","90","90","","correto","90","90","","correto","105","105","","correto","105","105","","correto","110","110","","correto","120","120","","correto","110","110","","correto","110","110","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","120","120","","correto","1920","1920","","correto","-2010","0","-2010","incorreto","10769","10769","","correto",
"RIFOCINA SPRAY","CAF",95.65,"4","4","","correto","7","7","","correto","9","9","","correto","12","12","","correto","20","20","","correto","40","40","","correto","17","17","","correto","71","71","","correto","11","11","","correto","2","2","","correto","1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","2","2","","correto","32","32","","correto","-12","0","-12","incorreto","197","197","","correto",
"LEVOMEPROMAZINA 25MG","CAF",91.30,"2","2","","correto","5","5","","correto","7","7","","correto","11","11","","correto","15","15","","correto","29","29","","correto","12","12","","correto","50","50","","correto","180","180","","correto","90","90","","correto","60","60","","correto","60","60","","correto","30","30","","correto","60","60","","correto","50","50","","correto","45","45","","correto","60","60","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","90","90","","correto","1440","1440","","correto","1440","690","750","incorreto","3170","3170","","correto",
"GENTAMICINA 80 MG INJ- AMPOLA","CAF",91.30,"0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","3","3","","correto","8","8","","correto","2","2","","correto","13","13","","correto","100","100","","correto","0","0","","correto","0","0","","correto","0","0","","correto","30","30","","correto","30","30","","correto","30","30","","correto","25","25","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","10","10","","correto","300","300","","correto","300","0","300","incorreto","505","505","","correto",
"NORFLOXACINO 400MG","CAF",91.30,"1","1","","correto","2","2","","correto","4","4","","correto","4","4","","correto","8","8","","correto","18","18","","correto","6","6","","correto","36","36","","correto","70","70","","correto","14","14","","correto","42","42","","correto","49","49","","correto","49","49","","correto","21","21","","correto","27","27","","correto","35","35","","correto","28","28","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","19","19","","correto","210","210","","correto","98","0","98","incorreto","994","994","","correto",
"PREDNISONA 5 MG - CP","CAF",91.30,"3","3","","correto","7","7","","correto","11","11","","correto","13","13","","correto","22","22","","correto","40","40","","correto","18","18","","correto","72","72","","correto","480","480","","correto","40","40","","correto","80","80","","correto","60","60","","correto","60","60","","correto","55","55","","correto","60","60","","correto","55","55","","correto","80","80","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","80","80","","correto","1280","1280","","correto","240","0","240","incorreto","6120","6120","","correto",
"TESTE RAPIDO DE GRAVIDEZ","CAF",91.30,"3","3","","correto","7","7","","correto","11","11","","correto","15","15","","correto","24","24","","correto","48","48","","correto","21","21","","correto","74","74","","correto","24","24","","correto","3","3","","correto","4","4","","correto","5","5","","correto","5","5","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","5","5","","correto","80","80","","correto","8","0","8","incorreto","372","372","","correto",
"DOBUTAMINA 12,5MG/ML","CAF",91.30,"1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","3","3","","correto","2","2","","correto","3","3","","correto","5","5","","correto","1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","15","15","","correto","15","0","15","incorreto","8","8","","correto",
"NISTATINA 100.000 SUSP FRASCO 60 ML","CAF",91.30,"2","2","","correto","6","6","","correto","9","9","","correto","9","9","","correto","15","15","","correto","23","23","","correto","13","13","","correto","45","45","","correto","9","9","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","1","1","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","2","2","","correto","27","27","","correto","27","0","27","incorreto","121","121","","correto",
"RIVAROXABANA 10 MG (XARELTO)","CAF",95.65,"0","0","","correto","1","1","","correto","1","1","","correto","1","1","","correto","4","4","","correto","10","10","","correto","3","3","","correto","16","16","","correto","30","30","","correto","0","0","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","9","9","","correto","90","90","","correto","-30","0","-30","incorreto","480","480","","correto",
"HIDROGEL COM ALGINATO - SAF GEL 85 GR","CAF",91.30,"0","0","","correto","0","0","","correto","1","1","","correto","1","1","","correto","4","4","","correto","14","14","","correto","3","3","","correto","25","25","","correto","5","5","","correto","0","0","","correto","0","0","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","3","3","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","2","2","","correto","15","15","","correto","15","0","15","incorreto","83","83","","correto",
"COLCHICINA0,5MG","CAF",91.30,"0","0","","correto","1","1","","correto","2","2","","correto","3","3","","correto","4","4","","correto","8","8","","correto","3","3","","correto","14","14","","correto","30","30","","correto","0","0","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","8","8","","correto","90","90","","correto","90","0","90","incorreto","420","420","","correto",
"AGULHA PARA CANETA DE INSULINA 4MM","CAF",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","960","960","","correto","480","480","","correto","545","545","","correto","545","545","","correto","555","555","","correto","495","495","","correto","540","540","","correto","525","525","","correto","525","525","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","555","555","","correto","8880","8880","","correto","8880","2395","6485","incorreto","46530","46530","","correto",
"ACIDO TRANEXÂMICO 250MG - TRANSAMIN","CAF",91.30,"3","3","","correto","7","7","","correto","11","11","","correto","15","15","","correto","25","25","","correto","45","45","","correto","21","21","","correto","73","73","","correto","156","156","","correto","36","36","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","48","48","","correto","60","60","","correto","48","48","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","60","60","","correto","960","960","","correto","960","444","516","incorreto","4332","4332","","correto",
"FOSFATO OSELTAMIVIR 75 MG - TAMIFLU","CAF",91.30,"3","3","","correto","6","6","","correto","7","7","","correto","7","7","","correto","7","7","","correto","20","20","","correto","7","7","","correto","31","31","","correto","260","260","","correto","30","30","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","23","23","","correto","780","780","","correto","780","730","50","incorreto","1214","1214","","correto",
"METOCLOPRAMIDA 10 MG/ 2ML","CAF",91.30,"1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","100","100","","correto","100","100","","correto","100","100","","correto","100","100","","correto","100","100","","correto","100","100","","correto","100","100","","correto","100","100","","correto","100","100","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","2","2","","correto","300","300","","correto","300","200","100","incorreto","100","100","","correto",
"ENOXAPARINA SÓDICA 40 MG/0,4ML - CLEXANE","CAF",91.30,"3","3","","correto","7","7","","correto","11","11","","correto","14","14","","correto","22","22","","correto","41","41","","correto","19","19","","correto","66","66","","correto","86","86","","correto","32","32","","correto","35","35","","correto","32","32","","correto","40","40","","correto","40","40","","correto","31","31","","correto","35","35","","correto","24","24","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","40","40","","correto","640","640","","correto","397","363","34","incorreto","1932","1932","","correto",
"CLORETO DE SODIO 20% - 10 ML","CAF",91.30,"1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","3","3","","correto","9","9","","correto","6","6","","correto","6","6","","correto","8","8","","correto","8","8","","correto","8","8","","correto","8","8","","correto","8","8","","correto","6","6","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","27","27","","correto","27","0","27","incorreto","16","16","","correto",
"METOCLOPRAMIDA 10 MG","CAF",91.30,"4","4","","correto","7","7","","correto","9","9","","correto","13","13","","correto","22","22","","correto","42","42","","correto","19","19","","correto","75","75","","correto","260","260","","correto","50","50","","correto","60","60","","correto","60","60","","correto","40","40","","correto","50","50","","correto","60","60","","correto","40","40","","correto","60","60","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","60","60","","correto","960","960","","correto","960","0","960","incorreto","5120","5120","","correto",
"TERBUTALINA 0,5MG/ML","CAF",91.30,"2","2","","correto","4","4","","correto","8","8","","correto","12","12","","correto","14","14","","correto","28","28","","correto","12","12","","correto","38","38","","correto","15","15","","correto","1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","1","1","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","2","2","","correto","32","32","","correto","32","0","32","incorreto","102","102","","correto",
"DEXAMETASONA 4 MG","CAF",91.30,"2","2","","correto","5","5","","correto","8","8","","correto","11","11","","correto","19","19","","correto","40","40","","correto","16","16","","correto","68","68","","correto","180","180","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","30","30","","correto","50","50","","correto","35","35","","correto","50","50","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","50","50","","correto","800","800","","correto","-2130","0","-2130","incorreto","3730","3730","","correto",
"FLUCONAZOL 150 MG","CAF",95.65,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","25","25","","correto","48","48","","correto","21","21","","correto","84","84","","correto","70","70","","correto","13","13","","correto","13","13","","correto","14","14","","correto","14","14","","correto","12","12","","correto","12","12","","correto","14","14","","correto","14","14","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","14","14","","correto","224","224","","correto","-351","0","-351","incorreto","1599","1599","","correto",
"LOSARTANA POTASSICA 50MG","CAF",91.30,"4","4","","correto","5","5","","correto","8","8","","correto","11","11","","correto","18","18","","correto","28","28","","correto","15","15","","correto","41","41","","correto","45","45","","correto","15","15","","correto","15","15","","correto","23","23","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","30","30","","correto","480","480","","correto","420","375","45","incorreto","1080","1080","","correto",
"SUSTAGEN ADULTOS+","CAF",91.30,"1","1","","correto","2","2","","correto","3","3","","correto","4","4","","correto","5","5","","correto","11","11","","correto","5","5","","correto","11","11","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","6","6","","correto","6","0","6","incorreto","22","22","","correto",
"NALTREXONA 50 MG","CAF",91.30,"0","0","","correto","0","0","","correto","1","1","","correto","2","2","","correto","2","2","","correto","4","4","","correto","2","2","","correto","4","4","","correto","60","60","","correto","0","0","","correto","0","0","","correto","60","60","","correto","45","45","","correto","45","45","","correto","30","30","","correto","45","45","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","3","3","","correto","180","180","","correto","180","30","150","incorreto","150","150","","correto",
"LACTULOSE XAROPE 120 ML","CAF",91.30,"3","3","","correto","7","7","","correto","11","11","","correto","15","15","","correto","24","24","","correto","43","43","","correto","20","20","","correto","68","68","","correto","24","24","","correto","12","12","","correto","6","6","","correto","7","7","","correto","7","7","","correto","7","7","","correto","7","7","","correto","7","7","","correto","3","3","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","12","12","","correto","192","192","","correto","-14","0","-14","incorreto","361","361","","correto",
"METRONIDAZOL 100 MG/G - GEL VAGINAL","CAF",95.65,"4","4","","correto","8","8","","correto","12","12","","correto","15","15","","correto","23","23","","correto","47","47","","correto","20","20","","correto","81","81","","correto","9","9","","correto","5","5","","correto","6","6","","correto","5","5","","correto","5","5","","correto","4","4","","correto","3","3","","correto","5","5","","correto","3","3","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","6","6","","correto","96","96","","correto","-73","0","-73","incorreto","281","281","","correto",
"FRALDA DESC GERIATRICA - M","CAF",91.30,"1","1","","correto","3","3","","correto","4","4","","correto","4","4","","correto","6","6","","correto","19","19","","correto","6","6","","correto","43","43","","correto","240","240","","correto","50","50","","correto","50","50","","correto","50","50","","correto","50","50","","correto","50","50","","correto","50","50","","correto","50","50","","correto","50","50","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","69","69","","correto","720","720","","correto","720","0","720","incorreto","3598","3598","","correto",
"IBUPROFENO 50MG/ML - GOTAS","CAF",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","25","25","","correto","42","42","","correto","22","22","","correto","46","46","","correto","20","20","","correto","6","6","","correto","6","6","","correto","7","7","","correto","6","6","","correto","5","5","","correto","6","6","","correto","6","6","","correto","6","6","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","7","7","","correto","112","112","","correto","-158","0","-158","incorreto","309","309","","correto",
"ACIDO FOLICO 5MG","CAF",95.65,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","89","89","","correto","700","700","","correto","300","300","","correto","300","300","","correto","300","300","","correto","280","280","","correto","300","300","","correto","280","280","","correto","300","300","","correto","240","240","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","300","300","","correto","4800","4800","","correto","-280","0","-280","incorreto","24450","24450","","correto",
"GLICOSE 25% - 10 ML","CAF",91.30,"1","1","","correto","1","1","","correto","2","2","","correto","4","4","","correto","7","7","","correto","12","12","","correto","6","6","","correto","22","22","","correto","35","35","","correto","10","10","","correto","10","10","","correto","15","15","","correto","10","10","","correto","10","10","","correto","13","13","","correto","10","10","","correto","13","13","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","7","7","","correto","105","105","","correto","105","5","100","incorreto","370","370","","correto",
"FENOBARBITAL 40 MG/ML - GOTAS","CAF",91.30,"3","3","","correto","4","4","","correto","4","4","","correto","5","5","","correto","8","8","","correto","14","14","","correto","7","7","","correto","15","15","","correto","8","8","","correto","6","6","","correto","6","6","","correto","6","6","","correto","6","6","","correto","6","6","","correto","6","6","","correto","6","6","","correto","6","6","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","24","24","","correto","11","7","4","incorreto","70","70","","correto",
"POLIVITAMINICO GTS","CAF",91.30,"2","2","","correto","2","2","","correto","4","4","","correto","6","6","","correto","11","11","","correto","23","23","","correto","10","10","","correto","25","25","","correto","6","6","","correto","2","2","","correto","2","2","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2","2","","correto","1","1","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","18","18","","correto","18","13","5","incorreto","47","47","","correto",
"CARVEDILOL 25 MG","CAF",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","88","88","","correto","420","420","","correto","150","150","","correto","150","150","","correto","165","165","","correto","180","180","","correto","180","180","","correto","180","180","","correto","180","180","","correto","180","180","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","180","180","","correto","2880","2880","","correto","1560","1080","480","incorreto","15765","15765","","correto",
"DESVENLAFAXINA 50MG","CAF",91.30,"0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","30","30","","correto","0","0","","correto","0","0","","correto","0","0","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","90","90","","correto","90","0","90","incorreto","30","30","","correto",
